,SEQ_NO,YEAR,ISO,COUNTRY_CDE,LAND_AREA,HARV_AREA,FERT,YIELD,AVG_TEMP_JAN,AVG_TEMP_FEB,AVG_TEMP_MAR,AVG_TEMP_APR,AVG_TEMP_MAY,AVG_TEMP_JUN,AVG_TEMP_JUL,AVG_TEMP_AUG,AVG_TEMP_SEP,AVG_TEMP_OCT,AVG_TEMP_NOV,AVG_TEMP_DEC,AVG_RF_JAN,AVG_RF_FEB,AVG_RF_MAR,AVG_RF_APR,AVG_RF_MAY,AVG_RF_JUN,AVG_RF_JUL,AVG_RF_AUG,AVG_RF_SEP,AVG_RF_OCT,AVG_RF_NOV,AVG_RF_DEC,AVG_Q1_TEMP,AVG_Q2_TEMP,AVG_Q3_TEMP,AVG_Q4_TEMP,AVG_Q4_RF,AVG_Q3_RF,AVG_Q2_RF,AVG_Q1_RF
2238,2587,2003,TGO,99,5439,28594,7.49,2.17,27.7495,29.9402,30.3307,28.9434,28.7303,26.2633,25.4577,25.3636,25.8393,27.4201,27.648,27.0785,16.277,15.7925,31.0116,118.914,119.24,192.625,158.218,232.614,257.316,127.76,34.3404,5.00747,29.34013333,27.979,25.55353333,27.3822,55.70262333,216.0493333,143.593,21.02703333
2239,2588,2004,TGO,99,5439,32276,3.39,2.12,27.4736,29.0767,29.9383,29.0781,27.6388,26.2557,25.3549,25.3351,26.0963,27.0016,27.6562,27.6627,22.0973,10.2035,18.2224,105.077,151.548,128.577,209.091,165.621,215.591,112.562,28.7416,1.59584,28.82953333,27.65753333,25.59543333,27.44016667,47.63314667,196.7676667,128.4006667,16.84106667
2240,2589,2005,TGO,99,5439,32983,9.68,2.21,26.8577,30.4162,30.6424,30.0171,28.2643,26.4695,25.5672,25.1576,26.2119,26.9977,28.0052,27.7702,0.2922,25.4998,86.5328,74.8172,122.455,166,210.288,138.354,155.254,98.5275,15.9306,3.94527,29.30543333,28.2503,25.64556667,27.59103333,39.46779,167.9653333,121.0907333,37.4416
2241,2590,2006,TGO,99,5439,30723,5.48,2.48,27.4823,29.6209,30.0469,30.2293,27.8638,27.2869,26.3514,25.3828,25.7551,27.0755,27.1662,26.8457,9.10685,14.4818,40.9206,62.7939,165.14,124.088,116.021,167.617,234.903,127.193,22.2818,0,29.05003333,28.46,25.82976667,27.02913333,49.82493333,172.847,117.3406333,21.50308333
2242,2591,2007,TGO,99,5439,32774,6.28,2.28,26.5633,29.4448,30.3654,29.3951,28.269,26.6297,25.8693,25.3133,26.0039,27.1264,27.4581,27.2475,0,9.61417,44.2719,100.038,168.277,155.993,200.363,237.649,238.348,111.366,32.1754,11.69,28.79116667,28.09793333,25.72883333,27.27733333,51.7438,225.4533333,141.436,17.96202333
2243,2592,2008,TGO,99,5439,36492,6.622916667,2.34,25.6301,28.7437,29.9637,29.5984,28.1435,26.6276,25.5655,25.1889,25.8994,27.0956,27.6025,27.6563,1.37293,12.6438,52.4643,79.001,151.098,195.624,255.253,237.899,204.882,109.87,23.7989,14.9416,28.1125,28.12316667,25.55126667,27.45146667,49.53683333,232.678,141.9076667,22.16034333
2244,2593,2009,TGO,99,5439,45702,6.16,2.65,27.3819,29.8913,30.2845,28.9462,28.4398,26.8906,25.8902,25.4614,26.1264,26.9954,27.1706,27.8167,6.74755,22.0527,33.866,125.475,119.835,185.571,217.838,225.15,159.359,128.379,36.9677,5.55661,29.1859,28.0922,25.826,27.32756667,56.96777,200.7823333,143.627,20.88875
2245,2594,2010,TGO,99,5439,47403,8.96,2.32,28.1838,30.3633,30.8608,30.2449,28.7726,27.2622,25.8628,25.5845,25.7764,26.7113,27.7322,27.1403,6.96091,21.6603,53.0178,91.417,111.955,152.968,168.643,234.023,283.587,158.989,45.8037,4.45339,29.80263333,28.7599,25.74123333,27.1946,69.74869667,228.751,118.78,27.21300333
2246,2595,2011,TGO,99,5439,44713,10.2,2.51,27.061,29.191,30.3281,29.7785,28.6514,27.1523,25.9425,25.5073,25.9842,26.857,27.5324,26.4622,0.39979,42.976,20.9949,72.3407,117.182,130.569,189.325,174.976,206.818,191.016,4.65008,1.47623,28.86003333,28.5274,25.81133333,26.95053333,65.71410333,190.373,106.6972333,21.45689667
2247,2596,2012,TGO,99,5439,96231,5.26,1.67,27.1727,28.9801,30.0816,29.2854,27.7525,26.5072,25.3595,25.1283,25.8459,27.0212,27.9815,27.4036,6.85716,43.7246,17.4888,105.034,142.336,181.261,188.518,122.91,222.826,110.796,9.32862,13.19,28.7448,27.84836667,25.44456667,27.46876667,44.43820667,178.0846667,142.877,22.69018667
2248,2597,2013,TGO,99,5439,92239,11.69,2.82,27.6121,29.9512,30.5248,29.0047,27.988,26.6805,25.6155,25.131,26.2313,26.9226,27.9977,27.0882,8.57177,16.9316,74.9642,154.008,144.748,114.856,120.533,111.832,149.748,104.035,31.0501,16.1662,29.3627,27.89106667,25.65926667,27.33616667,50.4171,127.371,137.8706667,33.48919
2249,2598,2014,TGO,99,5439,83892,2.81,1.76,28.3261,29.3361,29.9527,29.4918,28.275,27.2581,26.2999,25.3848,25.9469,27.1603,27.945,27.2615,12.9902,19.9162,59.3598,86.1538,134.039,152.514,189.224,173.052,239.083,108.054,38.1171,2.43397,29.20496667,28.34163333,25.8772,27.4556,49.53502333,200.453,124.2356,30.7554
2250,2599,2015,TGO,99,5439,81601,3.1,1.73,26.6308,29.8513,30.0343,29.9293,29.5062,27.4224,26.2604,25.7201,26.4268,27.2389,27.9975,26.4859,1.05673,30.3576,116.403,32.6775,95.4907,118.718,94.6758,191.961,161.805,127.61,18.5738,1.30861,28.8388,28.95263333,26.13576667,27.24076667,49.16413667,149.4806,82.2954,49.27244333
2251,2601,1991,THA,100,51089,9052960,54.95,2.25,25.1747,25.7293,28.9042,29.7724,29.4609,28.0799,27.8605,27.0375,27.3956,26.3992,24.5631,23.7109,8.14374,6.82322,31.4434,66.912,174.797,176.209,177.473,316.718,229.578,139.018,34.2847,33.6062,26.60273333,29.1044,27.4312,24.89106667,68.96963333,241.2563333,139.306,15.47012
2252,2602,1992,THA,100,51089,9159680,64.85,2.17,22.736,25.1961,28.1899,30.4734,30.0535,28.3384,27.4225,27.2566,27.2497,25.3915,23.6484,23.1284,20.5627,19.8668,3.8896,27.1538,107.796,184.815,274.544,258.857,216.436,167.912,34.73,30.5036,25.374,29.62176667,27.3096,24.0561,77.7152,249.9456667,106.5882667,14.77303333
2253,2603,1993,THA,100,51089,9.00E+06,85.16,2.05,23.2675,24.633,27.6852,29.0318,29.0262,28.5697,28.1448,27.1863,27.1288,26.4483,25.1065,22.9769,15.5191,3.71684,60.1457,77.1177,172.972,138.449,167.208,217.427,248.801,114.121,42.3128,41.0696,25.19523333,28.8759,27.48663333,24.8439,65.83446667,211.1453333,129.5129,26.46054667
2254,2604,1994,THA,100,51089,8975229,80.66,2.35,24.3749,26.9873,26.9137,29.5716,28.562,27.4554,27.1238,26.935,27.1452,25.8149,24.6491,24.6091,3.75103,22.3376,92.6479,72.8312,246.218,290.168,196.314,306.527,249.517,97.8377,42.8753,18.7235,26.09196667,28.52966667,27.068,25.02436667,53.1455,250.786,203.0724,39.57884333
2255,2605,1995,THA,100,51089,9112951,89.49,2.42,23.9439,24.5876,27.913,29.7211,28.8941,28.4527,27.3223,26.7406,27.1403,26.4038,24.934,22.5988,10.0561,8.14759,34.7092,51.7345,181.7,194.791,292.024,356.82,262.753,136.427,80.6804,18.0215,25.4815,29.02263333,27.06773333,24.64553333,78.3763,303.8656667,142.7418333,17.63763
2256,2606,1996,THA,100,51089,9267200,91.76,2.41,23.7171,23.9261,27.659,28.2029,27.6836,27.4995,27.272,27.1091,26.6897,26.268,25.2752,22.6494,9.20778,29.9027,37.7718,151.155,163.351,236.209,205.631,249.968,332.984,152.724,126.081,36.2253,25.10073333,27.79533333,27.0236,24.73086667,105.0101,262.861,183.5716667,25.62742667
2257,2607,1997,THA,100,51089,9912790,91.18,2.38,22.9624,25.0029,27.1814,27.7923,28.9158,28.6284,27.4747,27.3388,27.0135,26.978,25.7764,25.2901,4.4287,19.63,49.6053,86.3647,119.521,129.881,230.369,277.84,221.909,146.785,43.5754,26.3457,25.0489,28.4455,27.27566667,26.01483333,72.23536667,243.3726667,111.9222333,24.55466667
2258,2608,1998,THA,100,51089,9511520,102.75,2.42,25.246,26.8334,29.0026,29.9398,29.7551,28.7319,27.9898,27.6402,27.0807,26.9913,25.2464,24.0796,9.29395,21.5984,18.3863,61.6109,173.389,204.117,212.086,269.977,228.123,129.244,90.8638,33.6859,27.02733333,29.4756,27.57023333,25.4391,84.5979,236.7286667,146.3723,16.42621667
2259,2609,1999,THA,100,51089,9969920,111.11,2.42,24.111,25.6449,28.0532,27.9212,27.1606,27.259,27.3019,27.0896,26.794,26.3308,24.9755,21.235,28.7568,23.5607,49.9032,168.182,275.041,183.13,201.736,230.444,240.589,202.988,105.123,29.2707,25.93636667,27.44693333,27.06183333,24.18043333,112.4605667,224.2563333,208.7843333,34.07356667
2260,2610,2000,THA,100,51089,9891200,99.71,2.61,24.3964,24.6675,27.2698,28.1972,27.6924,27.2031,27.103,27.3762,26.7245,26.7055,24.5748,24.5419,16.7466,32.1918,37.2956,182.875,241.8,266.666,203.698,275.557,233.818,173.374,38.7208,29.5196,25.44456667,27.69756667,27.0679,25.27406667,80.53813333,237.691,230.447,28.74466667
2261,2611,2001,THA,100,51089,10125424,108.11,2.87,24.8699,26.1216,27.1768,30.4897,28.1691,27.7826,27.7581,27.5192,27.5194,27.0235,23.8987,24.1716,25.7952,7.60711,102.866,43.6106,228.831,208.701,184.408,271.113,224.106,185.27,48.8777,28.7286,26.0561,28.8138,27.5989,25.03126667,87.62543333,226.5423333,160.3808667,45.42277
2262,2612,2002,THA,100,51089,9653534,110.52,2.93,23.7405,26.1906,27.9365,29.6418,28.4914,28.2206,27.8932,27.1822,26.9082,26.8036,25.7114,25.3955,6.71981,5.61561,47.8851,68.9622,225.844,187.452,177.193,306.178,304.62,122.254,101.847,60.1573,25.95586667,28.7846,27.32786667,25.97016667,94.75276667,262.6636667,160.7527333,20.07350667
2263,2613,2003,THA,100,51089,10163878,149.18,2.93,23.5102,26.0168,27.2788,29.7573,29.267,27.9881,27.7262,27.7867,27.2493,27.1064,26.2243,23.3926,9.88147,22.4675,85.8271,60.1355,152.591,237.008,225.411,236.216,297.102,113.316,32.449,24.9914,25.60193333,29.00413333,27.5874,25.57443333,56.9188,252.9096667,149.9115,39.39202333
2264,2614,2004,THA,100,51089,9992868,131.7,2.89,24.2563,24.8563,28.4558,29.9582,28.7199,27.741,27.4871,27.6332,27.2745,26.5418,25.9558,23.2305,16.546,36.913,16.3504,67.901,200.556,258.027,260.187,207.031,245.957,54.8636,33.9866,12.7185,25.85613333,28.80636667,27.46493333,25.2427,33.85623333,237.725,175.4946667,23.2698
2265,2615,2005,THA,100,51089,10224967,112.73,3,24.0676,27.3058,27.6527,29.6072,29.5042,28.4092,27.8882,27.61,27.3529,26.8715,25.8179,23.3815,8.80001,3.88862,35.0818,79.1809,153.183,213.76,233.231,224.519,324.984,113.356,99.0718,45.3601,26.34203333,29.17353333,27.61703333,25.35696667,85.9293,260.9113333,148.7079667,15.92347667
2266,2616,2006,THA,100,51089,10165155,117.4,2.95,23.7099,25.9709,27.8681,28.5172,27.4673,27.5106,27.1561,26.7968,26.7338,26.611,26.0373,23.5583,10.3906,24.4034,60.1999,126.371,222.217,206.15,248.963,257.205,254.808,198.065,33.9337,18.9152,25.84963333,27.8317,26.89556667,25.4022,83.63796667,253.6586667,184.9126667,31.66463333
2267,2617,2007,THA,100,51089,10668905,124.95,3.04,23.4748,25.3167,28.0752,28.8373,27.338,27.9887,27.2117,26.9849,26.8846,26.0451,23.8774,24.4218,16.3288,10.3168,35.9884,108.99,296.169,220.265,203.095,229.719,242.633,213.228,42.4893,15.705,25.62223333,28.05466667,27.02706667,24.78143333,90.4741,225.149,208.4746667,20.878
2268,2618,2008,THA,100,51089,10683549,130.52,3,23.6807,24.2101,27.1091,28.5545,27.2468,27.1972,27.0077,26.9254,26.6672,26.7647,24.4214,22.578,24.4486,30.3624,41.8863,128.356,211.231,224.684,214.412,216.514,292.284,194.439,79.3609,19.9646,24.99996667,27.66616667,26.86676667,24.58803333,97.9215,241.07,188.0903333,32.23243333
2269,2619,2009,THA,100,51089,11141447,122.06,2.91,21.9923,26.2572,27.2515,28.5981,27.7441,27.4635,27.1211,27.5599,27.1337,26.871,25.049,24.1858,15.7452,5.48747,74.2058,128.261,238.845,202.199,232.113,254.951,252.746,139.468,46.831,17.7076,25.167,27.93523333,27.27156667,25.3686,68.0022,246.6033333,189.7683333,31.81282333
2270,2620,2010,THA,100,51089,11932320,162.16,2.99,24.6893,26.7455,28.0785,30.2153,29.9913,28.6922,27.6417,26.7815,27.042,26.099,25.0893,24.1693,29.2311,10.9653,20.4095,52.5369,119,219.842,239.96,361.291,244.226,208.707,52.2609,45.9616,26.50443333,29.63293333,27.15506667,25.1192,102.3098333,281.8256667,130.4596333,20.20196667
2271,2621,2011,THA,100,51089,11956638,159.17,3.19,23.0101,25.4982,25.6056,27.802,27.8448,27.5086,27.1143,26.8367,26.6701,26.3188,25.6844,23.1959,25.5171,15.3933,83.6681,131.079,230.68,246.657,321.761,338.233,293.902,198.372,55.2065,33.4942,24.70463333,27.71846667,26.8737,25.06636667,95.6909,317.9653333,202.8053333,41.52616667
2272,2622,2012,THA,100,51089,11956781,170.86,3.19,24.5442,26.2477,27.8181,29.0579,28.4047,27.7578,27.1873,27.2135,26.8387,27.0949,26.643,25.4806,42.7863,17.1823,46.7986,92.3103,199.731,152.315,199.172,197.843,281.395,130.729,120.985,28.0184,26.20333333,28.4068,27.07983333,26.40616667,93.24413333,226.1366667,148.1187667,35.58906667
2273,2623,2013,THA,100,51089,11684315,183.94,3.15,24.1734,26.7882,28.0843,29.6313,29.1042,27.6469,27.0144,27.2851,26.6525,26.2324,25.8063,21.5601,32.7476,23.0622,39.3806,72.7615,123.641,211.766,272.301,283.76,321.214,197.657,81.9873,23.6089,26.34863333,28.79413333,26.984,24.53293333,101.0844,292.425,136.0561667,31.73013333
2274,2624,2014,THA,100,51089,10664923,171.02,3.06,21.9056,25.2831,27.9885,29.2854,29.2144,28.2286,27.612,27.1768,27.1742,26.8406,26.1964,24.0455,6.51907,2.03697,30.3255,61.5637,153.59,201.533,214.311,293.791,207.006,132.166,70.5139,38.9687,25.05906667,28.90946667,27.321,25.69416667,80.54953333,238.3693333,138.8955667,12.96051333
2275,2625,2015,THA,100,51089,9717975,157.14,2.85,23.0407,25.2857,28.1388,29.0571,29.8084,28.9345,27.9053,27.518,27.3379,26.8238,26.8268,25.2224,19.3989,16.9767,44.8779,75.3724,86.3737,130.891,205.54,250.541,251.209,143.811,78.7897,37.9037,25.4884,29.26666667,27.58706667,26.291,86.8348,235.7633333,97.5457,27.0845
2276,2627,1991,TJK,101,13986.21667,14736.91304,64.58818182,3.767916667,-10.639,-8.685,-3.2339,3.68231,6.51696,12.1145,15.8441,14.8435,10.9178,4.68998,-1.9341,-5.4583,86.3832,58.1163,95.3368,55.1011,91.1997,22.7144,5.97355,3.17375,9.34902,24.3983,32.4928,115.106,-7.5193,7.437923333,13.86846667,-0.900806667,57.33236667,6.16544,56.3384,79.94543333
2277,2628,1992,TJK,101,13996,14736.91304,148.84,2.02,-9.0294,-6.7462,-4.3296,3.43065,5.21924,11.533,15.401,13.9377,9.47464,3.78616,-0.3391,-4.8331,77.6451,67.8319,66.7701,64.7407,65.9584,27.3634,7.71636,3.37564,5.34271,9.44409,24.419,71.695,-6.701733333,6.72763,12.93778,-0.462013333,35.18603,5.478236667,52.6875,70.74903333
2278,2629,1993,TJK,101,13996,12400,87.46,1.83,-9.9433,-6.4265,-3.7891,3.94225,6.61111,12.1383,15.0252,14.1227,10.5929,3.26328,-3.3234,-7.2872,31.8132,82.9429,93.5892,63.5629,118.607,32.1689,6.37459,2.58533,1.60408,32.5524,92.303,65.3581,-6.719633333,7.563886667,13.24693333,-2.449106667,63.4045,3.521333333,71.44626667,69.44843333
2279,2630,1994,TJK,101,13996,13000,82.35,1.54,-9.3703,-10.168,-1.8038,1.78035,8.09903,13.5024,15.6647,15.8261,8.65281,4.15207,0.71113,-7.0162,53.1051,61.7363,65.1419,60.7811,42.6605,16.717,1.76914,0.85538,6.98928,32.7759,64.1747,75.1147,-7.114033333,7.793926667,13.38120333,-0.717666667,57.3551,3.2046,40.05286667,59.99443333
2280,2631,1995,TJK,101,13996,12000,82.94,1.8,-10.141,-7.0207,-3.2392,3.06893,7.98826,13.0747,16.188,15.4432,10.2597,4.07529,-0.1345,-7.9703,38.1419,64.5418,60.7937,64.6262,47.446,29.5422,6.90362,0.89264,3.03206,28.901,9.08711,37.3091,-6.8003,8.043963333,13.96363333,-1.34317,25.09907,3.60944,47.2048,54.49246667
2281,2632,1996,TJK,101,13996,12000,76.57,1.73,-10.531,-8.4901,-4.2164,2.66653,6.91079,12.1911,15.2146,14.5245,11.2957,3.98104,-2.9186,-5.0222,28.3354,78.2892,126.96,106.463,46.1133,23.0623,4.26461,1.18978,2.48835,30.1031,24.086,14.5153,-7.745833333,7.25614,13.67826667,-1.31992,22.90146667,2.64758,58.5462,77.86153333
2282,2633,1997,TJK,101,13996,16300,63.04,2.71,-7.922,-8.1447,-2.3799,4.21833,6.76326,13.0012,16.7994,15.0826,11.3386,6.11047,-3.2308,-7.2063,41.5656,44.6492,69.8635,71.5261,76.652,30.1152,3.59702,2.35184,2.44066,12.3387,36.2929,44.1274,-6.148866667,7.994263333,14.40686667,-1.44221,30.91966667,2.796506667,59.4311,52.0261
2283,2634,1998,TJK,101,13996,16400,47.03,2.46,-9.9891,-8.3921,-3.793,5.08788,6.98857,11.988,16.0432,15.7137,11.3134,5.28391,-0.6203,-4.8652,84.9494,118.215,85.6292,130.031,125.328,39.3048,4.74953,3.61282,2.35427,15.8061,32.2971,41.0497,-7.3914,8.021483333,14.35676667,-0.067196667,29.71763333,3.572206667,98.22126667,96.26453333
2284,2635,1999,TJK,101,13996,19000,13.52,2.49,-8.8053,-4.3725,-2.9143,3.66826,8.61105,12.7085,15.3702,16.5962,12.0772,6.5689,-1.8808,-4.7986,43.0652,52.776,120.303,101.448,48.8014,20.7897,21.9485,3.02852,6.00437,19.754,111.171,17.4549,-5.364033333,8.32927,14.6812,-0.036833333,49.45996667,10.32713,57.01303333,72.04806667
2285,2636,2000,TJK,101,13996,21630,11.35,3.79,-7.8996,-7.8332,-2.1836,6.69252,10.556,12.8285,15.6526,15.9022,11.0498,4.01087,-2.224,-5.3917,61.5442,35.3562,38.3055,50.8826,19.7861,19.8868,7.25485,3.95056,11.6573,76.6057,47.8832,53.4798,-5.972133333,10.02567333,14.20153333,-1.20161,59.3229,7.620903333,30.18516667,45.06863333
2286,2637,2001,TJK,101,13996,15240,15.45,2.61,-9.9787,-6.2805,-0.6285,5.70175,11.305,14.3159,15.4119,15.0502,10.286,4.84346,0.14919,-5.9601,34.5118,39.6394,44.038,28.0167,10.8993,19.1841,6.61444,6.63002,1.51039,36.8715,74.1134,91.8166,-5.629233333,10.44088333,13.5827,-0.322483333,67.6005,4.918283333,19.3667,39.3964
2287,2638,2002,TJK,101,13996,17600,64.58818182,2.85,-7.5827,-6.3822,0.02174,3.90862,7.71603,12.8142,15.6619,16.3824,11.0071,7.23323,0.33191,-9.011,63.7242,71.133,69.1625,92.3915,81.2704,37.8729,6.2495,2.38143,5.3031,8.25462,33.3226,120.163,-4.64772,8.146283333,14.35046667,-0.481953333,53.91340667,4.644676667,70.5116,68.00656667
2288,2639,2003,TJK,101,13996,17170,64.58818182,3.46,-7.0194,-6.4624,-3.0616,2.49812,6.01468,12.0802,16.161,15.5935,11.5789,6.06981,-1.2581,-6.5615,17.1425,85.0422,130.284,131.878,78.5502,39.998,4.21891,4.99661,4.0104,27.9782,81.3694,73.5338,-5.514466667,6.864333333,14.44446667,-0.583263333,60.96046667,4.40864,83.4754,77.48956667
2289,2640,2004,TJK,101,13996,14130,33.94,3.64,-6.7808,-4.1875,-0.2236,4.1386,8.86405,13.3584,15.6378,15.5907,11.817,4.05898,1.19929,-5.5785,85.2966,32.1496,108.735,70.0483,48.3991,19.0225,7.39788,2.67747,1.40692,35.8579,67.2423,113.305,-3.730633333,8.787016667,14.3485,-0.106743333,72.13506667,3.827423333,45.8233,75.39373333
2290,2641,2005,TJK,101,13996,19000,37.82,3.28,-8.4463,-9.7254,0.35879,4.34115,6.98216,13.8634,16.4471,14.9264,12.8392,5.84742,-1.06,-5.7124,56.2014,79.7646,83.9638,67.3804,99.732,32.3665,3.64229,2.09522,1.12172,21.3071,40.165,32.7147,-5.937636667,8.39557,14.73756667,-0.308326667,31.3956,2.28641,66.49296667,73.30993333
2291,2642,2006,TJK,101,13996,15450,73.95,3.14,-11.923,-4.1253,-0.3113,5.13984,10.5937,13.2447,15.8878,16.4693,10.9516,7.80138,-0.0955,-8.2463,125.273,70.4757,42.4277,54.43,38.1779,11.2594,6.88507,3.88646,2.44033,29.7688,57.9771,70.1697,-5.4532,9.659413333,14.43623333,-0.18014,52.63853333,4.403953333,34.62243333,79.39213333
2292,2643,2007,TJK,101,13996,16970,74.13,3.07,-8.1454,-4.9379,-2.2604,7.09668,9.15493,14.0762,15.9565,15.7959,11.8893,3.63621,-0.0112,-7.0362,26.1644,44.3785,121.15,61.1573,51.9351,17.6338,12.3032,3.37814,1.0835,13.5102,15.7942,73.3119,-5.114566667,10.10927,14.54723333,-1.137063333,34.20543333,5.58828,43.5754,63.89763333
2293,2644,2008,TJK,101,13996,10261,70.45,5.26,-14.853,-10.744,2.57657,4.98972,10.623,15.243,16.8101,16.4814,11.5021,5.39243,-1.5405,-5.6263,60.5927,65.2807,17.2561,57.942,34.7332,8.09868,7.21723,2.79937,3.55493,49.6394,43.7035,80.2664,-7.673476667,10.28524,14.9312,-0.591456667,57.86976667,4.523843333,33.59129333,47.70983333
2294,2645,2009,TJK,101,13996,14559,64.11,4.36,-7.8784,-4.9834,0.02259,2.24,7.81097,11.6804,15.9003,15.9276,11.133,5.22429,-1.6875,-5.0584,50.9139,88.1252,63.6391,97.733,104.204,27.097,3.51921,1.284,2.73303,5.10056,53.9298,95.0298,-4.279736667,7.24379,14.3203,-0.507203333,51.35338667,2.51208,76.34466667,67.5594
2295,2646,2010,TJK,101,13996,14854,60.6,5.17,-5.9255,-7.7435,0.14383,5.57162,7.75327,12.2281,15.4517,16.2959,10.6945,6.72302,-1.0044,-6.5675,42.1067,123.013,83.5119,52.95,105.33,49.1105,11.185,7.52448,6.30321,29.4591,17.6216,4.67904,-4.50839,8.517663333,14.14736667,-0.28296,17.25324667,8.337563333,69.13016667,82.8772
2296,2647,2011,TJK,101,13996,13212,66.79,5.82,-9.5671,-7.5353,-2.2024,5.84634,10.3398,14.1484,16.3933,16.5976,11.8156,5.91643,-2.7221,-9.3225,24.6882,116.294,69.0086,20.1828,41.324,19.5284,3.56824,5.05693,1.65136,51.3005,106.107,45.3276,-6.434933333,10.11151333,14.9355,-2.042723333,67.57836667,3.42551,27.01173333,69.99693333
2297,2648,2012,TJK,101,13996,13177,72.98,6.25,-11.032,-11.249,-3.7013,6.06777,8.56961,12.9674,16.577,16.7773,11.426,5.00015,-2.0514,-8.1893,47.0106,76.5141,110.787,65.4345,63.9387,20.2577,2.26357,1.36548,2.9852,8.74047,48.2333,78.0342,-8.660766667,9.201593333,14.92676667,-1.74685,45.00265667,2.20475,49.87696667,78.1039
2298,2649,2013,TJK,101,13996,11719,73.34,6.66,-8.6654,-5.9674,0.07516,4.03898,8.40336,13.6101,16.6382,16.14,12.6331,5.17643,-1.5177,-6.1391,40.6092,73.7071,81.09,77.2128,45.7933,23.9921,5.4484,5.34709,2.7698,28.3616,28.9128,56.5304,-4.852546667,8.684146667,15.1371,-0.82679,37.93493333,4.521763333,48.9994,65.13543333
2299,2650,2014,TJK,101,13878.6,11108,83.99,7.2,-7.8841,-11.498,-1.4028,4.21487,9.13248,13.316,16.2522,15.8628,12.3707,4.57747,-2.7504,-7.3594,49.4987,71.5402,77.7268,78.7221,61.9653,9.43895,3.40294,3.85475,1.4489,47.0467,70.3155,31.1811,-6.9283,8.887783333,14.82856667,-1.84411,49.51443333,2.902196667,50.04211667,66.25523333
2300,2651,2015,TJK,101,13878.6,11769,80.29,7.29,-7.6499,-5.4254,-2.5643,4.63578,8.76544,13.7532,17.8396,15.2812,10.6663,5.63455,-1.5977,-5.7832,58.8828,117.595,78.9548,59.1597,63.2504,24.1198,5.47363,9.40394,2.21706,40.1267,82.4539,29.3638,-5.2132,9.051473333,14.5957,-0.582116667,50.64813333,5.69821,48.8433,85.1442
2301,2653,1991,TKM,102,46993,48828.20833,74.772,1.588333333,1.53774,2.60139,7.76057,17.2232,20.6133,26.9241,29.7326,27.3242,22.2008,16.4687,8.62469,4.1096,16.7883,16.6701,35.5995,19.1626,35.5367,5.39469,2.03809,0.28047,5.366,1.85732,10.9876,24.0371,3.966566667,21.58686667,26.4192,9.73433,12.29400667,2.56152,20.03133,23.0193
2302,2654,1992,TKM,102,46993,28000,117.69,2.28,2.19182,4.44057,6.55527,15.2815,18.9467,26.2071,28.8121,25.8054,21.1512,14.0139,10.3326,4.9409,30.4839,21.9782,23.7426,36.4029,30.3165,6.82349,0.55796,2.416,4.51296,5.03391,6.14662,35.6478,4.395886667,20.1451,25.25623333,9.762466667,15.60944333,2.49564,24.51429667,25.40156667
2303,2655,1993,TKM,102,46993,38600,100.88,2.27,1.89038,2.90189,7.96675,16.1307,20.958,26.6486,29.026,26.7801,22.0287,13.2566,5.48463,2.08997,15.21,34.0152,28.5957,24.7111,18.6537,7.99618,1.48922,1.34738,1.09743,2.61314,29.2348,10.4849,4.253006667,21.24576667,25.94493333,6.943733333,14.11094667,1.311343333,17.12032667,25.9403
2304,2656,1994,TKM,102,46993,37000,73.96,2.49,2.1425,0.25938,8.78322,15.5706,22.5791,26.8495,28.5934,28.3859,20.3326,15.1674,11.0365,2.35377,26.1912,14.7261,40.0583,8.85946,14.1822,2.70488,0.34607,0.90289,2.64601,6.69249,22.2205,13.6814,3.728366667,21.6664,25.77063333,9.519223333,14.19813,1.298323333,8.58218,26.99186667
2305,2657,1995,TKM,102,46993,29000,75.29,2.71,3.58185,5.04201,9.01569,18.0803,22.7937,27.4306,30.6755,28.6416,22.3324,14.4567,11.6957,2.61452,10.1606,19.4209,20.672,19.8423,10.0649,5.05484,0.57291,0.14495,6.83717,4.33104,6.18899,5.99071,5.87985,22.7682,27.2165,9.588973333,5.50358,2.518343333,11.65401333,16.75116667
2306,2658,1996,TKM,102,46993,32000,81.61,1.27,-0.0302,2.12883,6.42385,14.3003,22.6058,27.0426,30.0041,27.4905,22.9993,15.0667,7.20873,6.60072,8.46337,16.7294,28.7658,13.8694,6.47066,4.07351,0.1759,1.60168,3.23043,10.3223,6.64021,2.29096,2.840826667,21.31623333,26.8313,9.625383333,6.417823333,1.669336667,8.137856667,17.98619
2307,2659,1997,TKM,102,46993,32000,102.3,0.84,3.68538,3.15776,8.42638,17.613,22.2467,28.3971,30.0594,28.5018,22.2299,18.1482,6.57163,3.55551,18.5213,8.47323,26.2408,14.4585,21.8251,2.1564,2.51773,0.05884,0.86328,8.40449,14.0162,14.1244,5.08984,22.75226667,26.93036667,9.425113333,12.18169667,1.146616667,12.81333333,17.74511
2308,2660,1998,TKM,102,46993,20000,43.68,0.68,0.61765,2.23275,7.73766,17.6686,21.6948,28.2843,30.366,28.5779,22.7557,14.8809,9.89816,5.94464,21.7055,29.4104,23.2425,27.7311,10.6525,1.11144,3.4624,4.55954,1.55728,4.7647,5.00601,4.45002,3.529353333,22.54923333,27.2332,10.24123333,4.740243333,3.193073333,13.16501333,24.78613333
