Country,Location,Year,Variable,Source,Value,Unit
BANGLADESH,Patuakhali,1996,YIELD - PADDY,Country Sources,1.77,t/Ha
BANGLADESH,Patuakhali,1995,YIELD - PADDY,Country Sources,1.95,t/Ha
BANGLADESH,Patuakhali,1994,YIELD - PADDY,Country Sources,1.68,t/Ha
BANGLADESH,Patuakhali,1993,YIELD - PADDY,Country Sources,2.03,t/Ha
BANGLADESH,Patuakhali,1992,YIELD - PADDY,Country Sources,1.99,t/Ha
BANGLADESH,Patuakhali,1991,YIELD - PADDY,Country Sources,1.83,t/Ha
BANGLADESH,Patuakhali,1990,YIELD - PADDY,Country Sources,1.61,t/Ha
BANGLADESH,Patuakhali,1989,YIELD - PADDY,Country Sources,1.84,t/Ha
BANGLADESH,Patuakhali,1988,YIELD - PADDY,Country Sources,1.41,t/Ha
BANGLADESH,Patuakhali,1987,YIELD - PADDY,Country Sources,1.84,t/Ha
BANGLADESH,Patuakhali,1986,YIELD - PADDY,Country Sources,1.70,t/Ha
BANGLADESH,Patuakhali,1985,YIELD - PADDY,Country Sources,1.83,t/Ha
BANGLADESH,Patuakhali,1984,YIELD - PADDY,Country Sources,1.73,t/Ha
BANGLADESH,Patuakhali,1983,YIELD - PADDY,Country Sources,2.15,t/Ha
BANGLADESH,Patuakhali,1982,YIELD - PADDY,Country Sources,1.82,t/Ha
BANGLADESH,Patuakhali,1981,YIELD - PADDY,Country Sources,1.70,t/Ha
BANGLADESH,Patuakhali,1980,YIELD - PADDY,Country Sources,1.83,t/Ha
BANGLADESH,Patuakhali,1979,YIELD - PADDY,Country Sources,1.80,t/Ha
BANGLADESH,Patuakhali,1978,YIELD - PADDY,Country Sources,1.85,t/Ha
BANGLADESH,Patuakhali,1977,YIELD - PADDY,Country Sources,1.96,t/Ha
BANGLADESH,Patuakhali,1976,YIELD - PADDY,Country Sources,1.85,t/Ha
BANGLADESH,Patuakhali,1975,YIELD - PADDY,Country Sources,1.89,t/Ha
BANGLADESH,Patuakhali,1974,YIELD - PADDY,Country Sources,1.49,t/Ha
BANGLADESH,Patuakhali,1973,YIELD - PADDY,Country Sources,1.20,t/Ha
BANGLADESH,Patuakhali,1972,YIELD - PADDY,Country Sources,1.57,t/Ha
BANGLADESH,Patuakhali,1971,YIELD - PADDY,Country Sources,1.50,t/Ha
BANGLADESH,Patuakhali,1970,YIELD - PADDY,Country Sources,1.04,t/Ha
BANGLADESH,Patuakhali,1969,YIELD - PADDY,Country Sources,1.61,t/Ha
BANGLADESH,Patuakhali,2015,YIELD - PADDY,Country Sources (BBS),1.90,t/Ha
BANGLADESH,Patuakhali,2014,YIELD - PADDY,Country Sources (BBS),1.86,t/Ha
BANGLADESH,Patuakhali,2013,YIELD - PADDY,Country Sources (BBS),1.87,t/Ha
BANGLADESH,Patuakhali,2012,YIELD - PADDY,Country Sources (BBS),1.84,t/Ha
BANGLADESH,Patuakhali,2011,YIELD - PADDY,Country Sources (BBS),1.77,t/Ha
BANGLADESH,Patuakhali,2010,YIELD - PADDY,Country Sources (BBS),1.75,t/Ha
BANGLADESH,Patuakhali,2009,YIELD - PADDY,Country Sources (BBS),1.69,t/Ha
BANGLADESH,Patuakhali,2008,YIELD - PADDY,Country Sources (BBS),1.48,t/Ha
BANGLADESH,Patuakhali,2007,YIELD - PADDY,Country Sources (BBS),1.15,t/Ha
BANGLADESH,Rajshahi,2006,PRODUCTION - PADDY,Country Sources,3601500.00,ton
BANGLADESH,Rajshahi,2005,PRODUCTION - PADDY,Country Sources,3514315.50,ton
BANGLADESH,Rajshahi,2004,PRODUCTION - PADDY,Country Sources,3198702.00,ton
BANGLADESH,Rajshahi,2003,PRODUCTION - PADDY,Country Sources,3057195.00,ton
BANGLADESH,Rajshahi,2002,PRODUCTION - PADDY,Country Sources,2987805.00,ton
BANGLADESH,Rajshahi,2001,PRODUCTION - PADDY,Country Sources,2937225.00,ton
BANGLADESH,Rajshahi,2000,PRODUCTION - PADDY,Country Sources,2861460.00,ton
BANGLADESH,Rajshahi,1999,PRODUCTION - PADDY,Country Sources,2729340.00,ton
BANGLADESH,Rajshahi,1998,PRODUCTION - PADDY,Country Sources,2298285.00,ton
BANGLADESH,Rajshahi,1997,PRODUCTION - PADDY,Country Sources,2265615.00,ton
BANGLADESH,Rajshahi,1996,PRODUCTION - PADDY,Country Sources,2168895.00,ton
BANGLADESH,Rajshahi,1995,PRODUCTION - PADDY,Country Sources,1876920.00,ton
BANGLADESH,Rajshahi,1994,PRODUCTION - PADDY,Country Sources,1952415.00,ton
BANGLADESH,Rajshahi,1993,PRODUCTION - PADDY,Country Sources,2084970.00,ton
BANGLADESH,Rajshahi,1992,PRODUCTION - PADDY,Country Sources,2181409.30,ton
BANGLADESH,Rajshahi,1991,PRODUCTION - PADDY,Country Sources,2082459.00,ton
BANGLADESH,Rajshahi,1990,PRODUCTION - PADDY,Country Sources,2070465.00,ton
BANGLADESH,Rajshahi,1989,PRODUCTION - PADDY,Country Sources,1874063.00,ton
BANGLADESH,Rajshahi,1988,PRODUCTION - PADDY,Country Sources,1437781.00,ton
BANGLADESH,Rajshahi,1987,PRODUCTION - PADDY,Country Sources,1265367.00,ton
BANGLADESH,Rajshahi,1986,PRODUCTION - PADDY,Country Sources,1451274.00,ton
BANGLADESH,Rajshahi,1985,PRODUCTION - PADDY,Country Sources,1425207.00,ton
BANGLADESH,Rajshahi,1984,PRODUCTION - PADDY,Country Sources,1295132.00,ton
BANGLADESH,Rajshahi,1983,PRODUCTION - PADDY,Country Sources,1396019.00,ton
BANGLADESH,Rajshahi,1982,PRODUCTION - PADDY,Country Sources,1152546.00,ton
BANGLADESH,Rajshahi,1981,PRODUCTION - PADDY,Country Sources,1233607.00,ton
BANGLADESH,Rajshahi,1980,PRODUCTION - PADDY,Country Sources,1107388.00,ton
BANGLADESH,Rajshahi,1979,PRODUCTION - PADDY,Country Sources,1048450.00,ton
BANGLADESH,Rajshahi,1978,PRODUCTION - PADDY,Country Sources,1106466.00,ton
BANGLADESH,Rajshahi,1977,PRODUCTION - PADDY,Country Sources,1172586.00,ton
BANGLADESH,Rajshahi,1976,PRODUCTION - PADDY,Country Sources,1134435.00,ton
BANGLADESH,Rajshahi,1975,PRODUCTION - PADDY,Country Sources,1096801.00,ton
BANGLADESH,Rajshahi,1974,PRODUCTION - PADDY,Country Sources,1078354.00,ton
BANGLADESH,Rajshahi,1973,PRODUCTION - PADDY,Country Sources,1028282.00,ton
BANGLADESH,Rajshahi,1972,PRODUCTION - PADDY,Country Sources,959511.00,ton
BANGLADESH,Rajshahi,1971,PRODUCTION - PADDY,Country Sources,830441.00,ton
BANGLADESH,Rajshahi,1970,PRODUCTION - PADDY,Country Sources,1270255.00,ton
BANGLADESH,Rajshahi,1969,PRODUCTION - PADDY,Country Sources,1195817.00,ton
BANGLADESH,Rajshahi,1968,PRODUCTION - PADDY,Country Sources,1151694.00,ton
BANGLADESH,Rajshahi,1967,PRODUCTION - PADDY,Country Sources,958430.00,ton
BANGLADESH,Rajshahi,1966,PRODUCTION - PADDY,Country Sources,1104997.00,ton
BANGLADESH,Rajshahi,1965,PRODUCTION - PADDY,Country Sources,994121.00,ton
BANGLADESH,Rajshahi,1964,PRODUCTION - PADDY,Country Sources,1081637.00,ton
BANGLADESH,Rajshahi,1963,PRODUCTION - PADDY,Country Sources,933157.00,ton
BANGLADESH,Rajshahi,1962,PRODUCTION - PADDY,Country Sources,860282.00,ton
BANGLADESH,Rajshahi,1961,PRODUCTION - PADDY,Country Sources,1092238.00,ton
BANGLADESH,Rajshahi,1960,PRODUCTION - PADDY,Country Sources,1260169.00,ton
BANGLADESH,Rajshahi,1959,PRODUCTION - PADDY,Country Sources,565435.00,ton
BANGLADESH,Rajshahi,1958,PRODUCTION - PADDY,Country Sources,514838.00,ton
BANGLADESH,Rajshahi,1957,PRODUCTION - PADDY,Country Sources,642325.00,ton
BANGLADESH,Rajshahi,1956,PRODUCTION - PADDY,Country Sources,818787.00,ton
BANGLADESH,Rajshahi,1955,PRODUCTION - PADDY,Country Sources,703730.00,ton
BANGLADESH,Rajshahi,1954,PRODUCTION - PADDY,Country Sources,875340.00,ton
BANGLADESH,Rajshahi,1953,PRODUCTION - PADDY,Country Sources,890894.00,ton
BANGLADESH,Rajshahi,1952,PRODUCTION - PADDY,Country Sources,813234.00,ton
BANGLADESH,Rajshahi,1951,PRODUCTION - PADDY,Country Sources,731699.00,ton
BANGLADESH,Rajshahi,1950,PRODUCTION - PADDY,Country Sources,701796.00,ton
BANGLADESH,Rajshahi,1949,PRODUCTION - PADDY,Country Sources,738682.00,ton
BANGLADESH,Rajshahi,1948,PRODUCTION - PADDY,Country Sources,730228.00,ton
BANGLADESH,Rajshahi,1947,PRODUCTION - PADDY,Country Sources,588307.00,ton
BANGLADESH,Rajshahi,2015,PRODUCTION - PADDY,Country Sources (BBS),3031778.00,ton
BANGLADESH,Rajshahi,2014,PRODUCTION - PADDY,Country Sources (BBS),3075566.00,ton
BANGLADESH,Rajshahi,2013,PRODUCTION - PADDY,Country Sources (BBS),3006069.00,ton
BANGLADESH,Rajshahi,2012,PRODUCTION - PADDY,Country Sources (BBS),2950157.00,ton
BANGLADESH,Rajshahi,2011,PRODUCTION - PADDY,Country Sources (BBS),2939100.00,ton
BANGLADESH,Rajshahi,2010,PRODUCTION - PADDY,Country Sources (BBS),2790913.00,ton
BANGLADESH,Rajshahi,2009,PRODUCTION - PADDY,Country Sources (BBS),2684388.50,ton
BANGLADESH,Rajshahi,2008,PRODUCTION - PADDY,Country Sources (BBS),2818555.00,ton
BANGLADESH,Rajshahi,2007,PRODUCTION - PADDY,Country Sources (BBS),2780491.00,ton
BANGLADESH,Rajshahi,2006,YIELD - PADDY,Country Sources,4.34,t/Ha
BANGLADESH,Rajshahi,2005,YIELD - PADDY,Country Sources,4.21,t/Ha
BANGLADESH,Rajshahi,2004,YIELD - PADDY,Country Sources,4.01,t/Ha
BANGLADESH,Rajshahi,2003,YIELD - PADDY,Country Sources,3.86,t/Ha
BANGLADESH,Rajshahi,2002,YIELD - PADDY,Country Sources,3.83,t/Ha
BANGLADESH,Rajshahi,2001,YIELD - PADDY,Country Sources,3.82,t/Ha
BANGLADESH,Rajshahi,2000,YIELD - PADDY,Country Sources,3.80,t/Ha
BANGLADESH,Rajshahi,1999,YIELD - PADDY,Country Sources,3.68,t/Ha
BANGLADESH,Rajshahi,1998,YIELD - PADDY,Country Sources,3.42,t/Ha
BANGLADESH,Rajshahi,1997,YIELD - PADDY,Country Sources,3.14,t/Ha
BANGLADESH,Rajshahi,1996,YIELD - PADDY,Country Sources,3.08,t/Ha
BANGLADESH,Rajshahi,1995,YIELD - PADDY,Country Sources,2.89,t/Ha
BANGLADESH,Rajshahi,1994,YIELD - PADDY,Country Sources,2.96,t/Ha
BANGLADESH,Rajshahi,1993,YIELD - PADDY,Country Sources,3.03,t/Ha
BANGLADESH,Rajshahi,1992,YIELD - PADDY,Country Sources,3.14,t/Ha
BANGLADESH,Rajshahi,1991,YIELD - PADDY,Country Sources,3.04,t/Ha
BANGLADESH,Rajshahi,1990,YIELD - PADDY,Country Sources,2.92,t/Ha
BANGLADESH,Rajshahi,1989,YIELD - PADDY,Country Sources,2.61,t/Ha
BANGLADESH,Rajshahi,1988,YIELD - PADDY,Country Sources,2.33,t/Ha
BANGLADESH,Rajshahi,1987,YIELD - PADDY,Country Sources,2.69,t/Ha
BANGLADESH,Rajshahi,1986,YIELD - PADDY,Country Sources,2.20,t/Ha
BANGLADESH,Rajshahi,1985,YIELD - PADDY,Country Sources,2.10,t/Ha
BANGLADESH,Rajshahi,1984,YIELD - PADDY,Country Sources,1.93,t/Ha
BANGLADESH,Rajshahi,1983,YIELD - PADDY,Country Sources,1.99,t/Ha
BANGLADESH,Rajshahi,1982,YIELD - PADDY,Country Sources,1.86,t/Ha
BANGLADESH,Rajshahi,1981,YIELD - PADDY,Country Sources,1.86,t/Ha
BANGLADESH,Rajshahi,1980,YIELD - PADDY,Country Sources,1.86,t/Ha
BANGLADESH,Rajshahi,1979,YIELD - PADDY,Country Sources,1.67,t/Ha
BANGLADESH,Rajshahi,1978,YIELD - PADDY,Country Sources,1.69,t/Ha
BANGLADESH,Rajshahi,1977,YIELD - PADDY,Country Sources,1.78,t/Ha
BANGLADESH,Rajshahi,1976,YIELD - PADDY,Country Sources,1.68,t/Ha
BANGLADESH,Rajshahi,1975,YIELD - PADDY,Country Sources,1.66,t/Ha
BANGLADESH,Rajshahi,1974,YIELD - PADDY,Country Sources,1.66,t/Ha
BANGLADESH,Rajshahi,1973,YIELD - PADDY,Country Sources,1.66,t/Ha
BANGLADESH,Rajshahi,1972,YIELD - PADDY,Country Sources,1.46,t/Ha
BANGLADESH,Rajshahi,1971,YIELD - PADDY,Country Sources,1.43,t/Ha
BANGLADESH,Rajshahi,1970,YIELD - PADDY,Country Sources,1.87,t/Ha
BANGLADESH,Rajshahi,1969,YIELD - PADDY,Country Sources,1.78,t/Ha
BANGLADESH,Rajshahi,1968,YIELD - PADDY,Country Sources,1.82,t/Ha
BANGLADESH,Rajshahi,1967,YIELD - PADDY,Country Sources,1.44,t/Ha
BANGLADESH,Rajshahi,1966,YIELD - PADDY,Country Sources,1.66,t/Ha
BANGLADESH,Rajshahi,1965,YIELD - PADDY,Country Sources,1.57,t/Ha
BANGLADESH,Rajshahi,1964,YIELD - PADDY,Country Sources,1.71,t/Ha
BANGLADESH,Rajshahi,1963,YIELD - PADDY,Country Sources,1.55,t/Ha
BANGLADESH,Rajshahi,1962,YIELD - PADDY,Country Sources,1.47,t/Ha
BANGLADESH,Rajshahi,1961,YIELD - PADDY,Country Sources,1.81,t/Ha
BANGLADESH,Rajshahi,1960,YIELD - PADDY,Country Sources,1.84,t/Ha
BANGLADESH,Rajshahi,1959,YIELD - PADDY,Country Sources,1.09,t/Ha
BANGLADESH,Rajshahi,1958,YIELD - PADDY,Country Sources,1.14,t/Ha
BANGLADESH,Rajshahi,1957,YIELD - PADDY,Country Sources,1.32,t/Ha
BANGLADESH,Rajshahi,1956,YIELD - PADDY,Country Sources,1.43,t/Ha
BANGLADESH,Rajshahi,1955,YIELD - PADDY,Country Sources,1.27,t/Ha
BANGLADESH,Rajshahi,1954,YIELD - PADDY,Country Sources,1.35,t/Ha
BANGLADESH,Rajshahi,1953,YIELD - PADDY,Country Sources,1.39,t/Ha
BANGLADESH,Rajshahi,1952,YIELD - PADDY,Country Sources,1.33,t/Ha
BANGLADESH,Rajshahi,1951,YIELD - PADDY,Country Sources,1.30,t/Ha
BANGLADESH,Rajshahi,1950,YIELD - PADDY,Country Sources,1.33,t/Ha
BANGLADESH,Rajshahi,1949,YIELD - PADDY,Country Sources,1.34,t/Ha
BANGLADESH,Rajshahi,1948,YIELD - PADDY,Country Sources,1.60,t/Ha
BANGLADESH,Rajshahi,1947,YIELD - PADDY,Country Sources,1.25,t/Ha
BANGLADESH,Rajshahi,2015,YIELD - PADDY,Country Sources (BBS),3.27,t/Ha
BANGLADESH,Rajshahi,2014,YIELD - PADDY,Country Sources (BBS),3.31,t/Ha
BANGLADESH,Rajshahi,2013,YIELD - PADDY,Country Sources (BBS),3.30,t/Ha
BANGLADESH,Rajshahi,2012,YIELD - PADDY,Country Sources (BBS),3.23,t/Ha
BANGLADESH,Rajshahi,2011,YIELD - PADDY,Country Sources (BBS),3.14,t/Ha
BANGLADESH,Rajshahi,2010,YIELD - PADDY,Country Sources (BBS),3.18,t/Ha
BANGLADESH,Rajshahi,2009,YIELD - PADDY,Country Sources (BBS),3.07,t/Ha
BANGLADESH,Rajshahi,2008,YIELD - PADDY,Country Sources (BBS),3.12,t/Ha
BANGLADESH,Rajshahi,2007,YIELD - PADDY,Country Sources (BBS),3.20,t/Ha
BANGLADESH,Rangamati,2006,PRODUCTION - PADDY,Country Sources,78000.00,ton
BANGLADESH,Rangamati,2005,PRODUCTION - PADDY,Country Sources,81472.50,ton
BANGLADESH,Rangamati,2004,PRODUCTION - PADDY,Country Sources,89448.00,ton
BANGLADESH,Rangamati,2003,PRODUCTION - PADDY,Country Sources,81540.00,ton
BANGLADESH,Rangamati,2002,PRODUCTION - PADDY,Country Sources,79380.00,ton
BANGLADESH,Rangamati,2001,PRODUCTION - PADDY,Country Sources,78045.00,ton
BANGLADESH,Rangamati,2000,PRODUCTION - PADDY,Country Sources,71490.00,ton
BANGLADESH,Rangamati,1999,PRODUCTION - PADDY,Country Sources,64875.00,ton
BANGLADESH,Rangamati,1998,PRODUCTION - PADDY,Country Sources,63765.00,ton
BANGLADESH,Rangamati,1997,PRODUCTION - PADDY,Country Sources,60825.00,ton
BANGLADESH,Rangamati,1996,PRODUCTION - PADDY,Country Sources,60435.00,ton
BANGLADESH,Rangamati,1995,PRODUCTION - PADDY,Country Sources,58410.00,ton
BANGLADESH,Rangamati,1994,PRODUCTION - PADDY,Country Sources,60630.00,ton
BANGLADESH,Rangamati,1993,PRODUCTION - PADDY,Country Sources,55560.00,ton
BANGLADESH,Rangamati,1992,PRODUCTION - PADDY,Country Sources,58500.00,ton
BANGLADESH,Rangamati,1991,PRODUCTION - PADDY,Country Sources,58500.00,ton
BANGLADESH,Rangamati,1990,PRODUCTION - PADDY,Country Sources,50145.00,ton
BANGLADESH,Rangamati,1989,PRODUCTION - PADDY,Country Sources,48375.00,ton
BANGLADESH,Rangamati,1988,PRODUCTION - PADDY,Country Sources,43500.00,ton
BANGLADESH,Rangamati,1987,PRODUCTION - PADDY,Country Sources,48000.00,ton
BANGLADESH,Rangamati,1986,PRODUCTION - PADDY,Country Sources,163418.00,ton
BANGLADESH,Rangamati,1985,PRODUCTION - PADDY,Country Sources,169415.00,ton
BANGLADESH,Rangamati,1984,PRODUCTION - PADDY,Country Sources,161919.00,ton
BANGLADESH,Rangamati,1983,PRODUCTION - PADDY,Country Sources,160168.00,ton
BANGLADESH,Rangamati,1982,PRODUCTION - PADDY,Country Sources,151424.00,ton
BANGLADESH,Rangamati,1981,PRODUCTION - PADDY,Country Sources,156190.00,ton
BANGLADESH,Rangamati,1980,PRODUCTION - PADDY,Country Sources,173687.00,ton
BANGLADESH,Rangamati,1979,PRODUCTION - PADDY,Country Sources,161994.00,ton
BANGLADESH,Rangamati,1978,PRODUCTION - PADDY,Country Sources,153460.00,ton
BANGLADESH,Rangamati,1977,PRODUCTION - PADDY,Country Sources,154321.00,ton
BANGLADESH,Rangamati,1976,PRODUCTION - PADDY,Country Sources,151967.00,ton
BANGLADESH,Rangamati,1975,PRODUCTION - PADDY,Country Sources,150009.00,ton
BANGLADESH,Rangamati,1974,PRODUCTION - PADDY,Country Sources,141478.00,ton
BANGLADESH,Rangamati,1973,PRODUCTION - PADDY,Country Sources,141235.00,ton
BANGLADESH,Rangamati,1972,PRODUCTION - PADDY,Country Sources,91582.00,ton
BANGLADESH,Rangamati,1971,PRODUCTION - PADDY,Country Sources,143565.00,ton
BANGLADESH,Rangamati,1970,PRODUCTION - PADDY,Country Sources,155661.00,ton
BANGLADESH,Rangamati,1969,PRODUCTION - PADDY,Country Sources,195580.00,ton
BANGLADESH,Rangamati,1968,PRODUCTION - PADDY,Country Sources,183781.00,ton
BANGLADESH,Rangamati,1967,PRODUCTION - PADDY,Country Sources,163331.00,ton
BANGLADESH,Rangamati,1966,PRODUCTION - PADDY,Country Sources,127502.00,ton
BANGLADESH,Rangamati,1965,PRODUCTION - PADDY,Country Sources,113427.00,ton
BANGLADESH,Rangamati,1964,PRODUCTION - PADDY,Country Sources,97958.00,ton
BANGLADESH,Rangamati,1963,PRODUCTION - PADDY,Country Sources,109016.00,ton
BANGLADESH,Rangamati,1962,PRODUCTION - PADDY,Country Sources,102048.00,ton
BANGLADESH,Rangamati,1961,PRODUCTION - PADDY,Country Sources,127822.00,ton
BANGLADESH,Rangamati,1960,PRODUCTION - PADDY,Country Sources,79319.00,ton
BANGLADESH,Rangamati,1959,PRODUCTION - PADDY,Country Sources,151190.00,ton
BANGLADESH,Rangamati,1958,PRODUCTION - PADDY,Country Sources,113358.00,ton
BANGLADESH,Rangamati,1957,PRODUCTION - PADDY,Country Sources,123450.00,ton
BANGLADESH,Rangamati,1956,PRODUCTION - PADDY,Country Sources,101606.00,ton
BANGLADESH,Rangamati,1955,PRODUCTION - PADDY,Country Sources,87355.00,ton
BANGLADESH,Rangamati,1954,PRODUCTION - PADDY,Country Sources,106442.00,ton
BANGLADESH,Rangamati,1953,PRODUCTION - PADDY,Country Sources,104583.00,ton
BANGLADESH,Rangamati,1952,PRODUCTION - PADDY,Country Sources,92160.00,ton
BANGLADESH,Rangamati,1951,PRODUCTION - PADDY,Country Sources,83372.00,ton
BANGLADESH,Rangamati,1950,PRODUCTION - PADDY,Country Sources,89534.00,ton
BANGLADESH,Rangamati,1949,PRODUCTION - PADDY,Country Sources,93631.00,ton
BANGLADESH,Rangamati,1948,PRODUCTION - PADDY,Country Sources,88246.00,ton
BANGLADESH,Rangamati,1947,PRODUCTION - PADDY,Country Sources,60475.00,ton
BANGLADESH,Rangamati,2015,PRODUCTION - PADDY,Country Sources (BBS),68287.00,ton
BANGLADESH,Rangamati,2014,PRODUCTION - PADDY,Country Sources (BBS),69120.00,ton
BANGLADESH,Rangamati,2013,PRODUCTION - PADDY,Country Sources (BBS),67673.00,ton
BANGLADESH,Rangamati,2012,PRODUCTION - PADDY,Country Sources (BBS),51088.00,ton
BANGLADESH,Rangamati,2011,PRODUCTION - PADDY,Country Sources (BBS),62762.00,ton
BANGLADESH,Rangamati,2010,PRODUCTION - PADDY,Country Sources (BBS),64406.00,ton
BANGLADESH,Rangamati,2009,PRODUCTION - PADDY,Country Sources (BBS),62231.00,ton
BANGLADESH,Rangamati,2008,PRODUCTION - PADDY,Country Sources (BBS),57330.00,ton
BANGLADESH,Rangamati,2007,PRODUCTION - PADDY,Country Sources (BBS),49641.00,ton
BANGLADESH,Rangamati,2006,YIELD - PADDY,Country Sources,1.06,t/Ha
BANGLADESH,Rangamati,2005,YIELD - PADDY,Country Sources,1.17,t/Ha
BANGLADESH,Rangamati,2004,YIELD - PADDY,Country Sources,1.28,t/Ha
BANGLADESH,Rangamati,2003,YIELD - PADDY,Country Sources,1.14,t/Ha
BANGLADESH,Rangamati,2002,YIELD - PADDY,Country Sources,1.14,t/Ha
BANGLADESH,Rangamati,2001,YIELD - PADDY,Country Sources,1.18,t/Ha
BANGLADESH,Rangamati,2000,YIELD - PADDY,Country Sources,1.12,t/Ha
BANGLADESH,Rangamati,1999,YIELD - PADDY,Country Sources,1.12,t/Ha
BANGLADESH,Rangamati,1998,YIELD - PADDY,Country Sources,1.13,t/Ha
BANGLADESH,Rangamati,1997,YIELD - PADDY,Country Sources,1.09,t/Ha
BANGLADESH,Rangamati,1996,YIELD - PADDY,Country Sources,1.09,t/Ha
BANGLADESH,Rangamati,1995,YIELD - PADDY,Country Sources,1.05,t/Ha
BANGLADESH,Rangamati,1994,YIELD - PADDY,Country Sources,1.12,t/Ha
BANGLADESH,Rangamati,1993,YIELD - PADDY,Country Sources,1.05,t/Ha
BANGLADESH,Rangamati,1992,YIELD - PADDY,Country Sources,2.85,t/Ha
BANGLADESH,Rangamati,1991,YIELD - PADDY,Country Sources,2.87,t/Ha
BANGLADESH,Rangamati,1990,YIELD - PADDY,Country Sources,2.83,t/Ha
BANGLADESH,Rangamati,1989,YIELD - PADDY,Country Sources,1.73,t/Ha
BANGLADESH,Rangamati,1988,YIELD - PADDY,Country Sources,0.95,t/Ha
BANGLADESH,Rangamati,1987,YIELD - PADDY,Country Sources,0.88,t/Ha
BANGLADESH,Rangamati,1986,YIELD - PADDY,Country Sources,3.00,t/Ha
BANGLADESH,Rangamati,1985,YIELD - PADDY,Country Sources,2.94,t/Ha
BANGLADESH,Rangamati,1984,YIELD - PADDY,Country Sources,2.90,t/Ha
BANGLADESH,Rangamati,1983,YIELD - PADDY,Country Sources,2.69,t/Ha
BANGLADESH,Rangamati,1982,YIELD - PADDY,Country Sources,2.43,t/Ha
BANGLADESH,Rangamati,1981,YIELD - PADDY,Country Sources,2.38,t/Ha
BANGLADESH,Rangamati,1980,YIELD - PADDY,Country Sources,2.72,t/Ha
BANGLADESH,Rangamati,1979,YIELD - PADDY,Country Sources,2.42,t/Ha
BANGLADESH,Rangamati,1978,YIELD - PADDY,Country Sources,2.17,t/Ha
BANGLADESH,Rangamati,1977,YIELD - PADDY,Country Sources,2.99,t/Ha
BANGLADESH,Rangamati,1976,YIELD - PADDY,Country Sources,2.29,t/Ha
BANGLADESH,Rangamati,1975,YIELD - PADDY,Country Sources,2.03,t/Ha
BANGLADESH,Rangamati,1974,YIELD - PADDY,Country Sources,1.99,t/Ha
BANGLADESH,Rangamati,1973,YIELD - PADDY,Country Sources,1.94,t/Ha
BANGLADESH,Rangamati,1972,YIELD - PADDY,Country Sources,1.47,t/Ha
BANGLADESH,Rangamati,1971,YIELD - PADDY,Country Sources,1.82,t/Ha
BANGLADESH,Rangamati,1970,YIELD - PADDY,Country Sources,1.89,t/Ha
BANGLADESH,Rangamati,1969,YIELD - PADDY,Country Sources,2.25,t/Ha
BANGLADESH,Rangamati,1968,YIELD - PADDY,Country Sources,2.20,t/Ha
BANGLADESH,Rangamati,1967,YIELD - PADDY,Country Sources,2.18,t/Ha
BANGLADESH,Rangamati,1966,YIELD - PADDY,Country Sources,2.00,t/Ha
BANGLADESH,Rangamati,1965,YIELD - PADDY,Country Sources,1.91,t/Ha
BANGLADESH,Rangamati,1964,YIELD - PADDY,Country Sources,1.69,t/Ha
BANGLADESH,Rangamati,1963,YIELD - PADDY,Country Sources,1.72,t/Ha
BANGLADESH,Rangamati,1962,YIELD - PADDY,Country Sources,1.90,t/Ha
BANGLADESH,Rangamati,1961,YIELD - PADDY,Country Sources,2.27,t/Ha
BANGLADESH,Rangamati,1960,YIELD - PADDY,Country Sources,1.26,t/Ha
BANGLADESH,Rangamati,1959,YIELD - PADDY,Country Sources,1.84,t/Ha
BANGLADESH,Rangamati,1958,YIELD - PADDY,Country Sources,1.52,t/Ha
BANGLADESH,Rangamati,1957,YIELD - PADDY,Country Sources,1.54,t/Ha
BANGLADESH,Rangamati,1956,YIELD - PADDY,Country Sources,1.61,t/Ha
BANGLADESH,Rangamati,1955,YIELD - PADDY,Country Sources,1.45,t/Ha
BANGLADESH,Rangamati,1954,YIELD - PADDY,Country Sources,1.61,t/Ha
BANGLADESH,Rangamati,1953,YIELD - PADDY,Country Sources,1.61,t/Ha
BANGLADESH,Rangamati,1952,YIELD - PADDY,Country Sources,1.55,t/Ha
BANGLADESH,Rangamati,1951,YIELD - PADDY,Country Sources,1.51,t/Ha
BANGLADESH,Rangamati,1950,YIELD - PADDY,Country Sources,1.60,t/Ha
BANGLADESH,Rangamati,1949,YIELD - PADDY,Country Sources,1.75,t/Ha
BANGLADESH,Rangamati,1948,YIELD - PADDY,Country Sources,1.71,t/Ha
BANGLADESH,Rangamati,1947,YIELD - PADDY,Country Sources,1.37,t/Ha
BANGLADESH,Rangamati,2015,YIELD - PADDY,Country Sources (BBS),2.80,t/Ha
BANGLADESH,Rangamati,2014,YIELD - PADDY,Country Sources (BBS),2.80,t/Ha
BANGLADESH,Rangamati,2013,YIELD - PADDY,Country Sources (BBS),2.92,t/Ha
BANGLADESH,Rangamati,2012,YIELD - PADDY,Country Sources (BBS),2.43,t/Ha
BANGLADESH,Rangamati,2011,YIELD - PADDY,Country Sources (BBS),2.60,t/Ha
BANGLADESH,Rangamati,2010,YIELD - PADDY,Country Sources (BBS),2.73,t/Ha
BANGLADESH,Rangamati,2009,YIELD - PADDY,Country Sources (BBS),2.69,t/Ha
BANGLADESH,Rangamati,2008,YIELD - PADDY,Country Sources (BBS),2.47,t/Ha
